"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_ID","stimulus","phase","set_duration","target_interval","reproduced_interval","reproduction_error"
"1084","{""subject_id"":""adi""}","survey-text","0","1097","0.0-0.0","","","","","","",""
"668"," ","html-keyboard-response","1","1769","0.0-1.0","","
      <p>Ready-Set-Go Task:</p>
      <ul style=""text-align:left; max-width:600px; margin:auto;"">
        <li>First, a <strong>red circle (""Ready"")</strong> appears</li>
        <li>Then, an <strong>orange circle (""Set"")</strong> appears after a delay</li>
        <li>You must <strong>press SPACE</strong> after an equal delay</li>
        <li>Then, a <strong>green circle (""Go"")</strong> appears</li>
        <li>You'll get feedback for the first 5 trials.</li>
      </ul>
      <p>Press any key to begin.</p>
    ","","","","",""
"null","null","html-keyboard-response","2","2271","0.0-2.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","3","2944","0.0-3.0","","","isi","","","",""
"null","null","html-keyboard-response","4","3448","0.0-4.0","","<div class=""circle set""></div>","set","500","","",""
"502"," ","html-keyboard-response","5","3952","0.0-5.0","","","go","","670","502","-168"
"null","null","html-keyboard-response","6","4455","0.0-6.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","7","4960","0.0-7.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 2 of 900</p>
        <p><strong>Error:</strong> -168 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 33.2%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","8","5963","0.0-8.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","9","6467","0.0-9.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","10","7199","0.0-10.0","","","isi","","","",""
"null","null","html-keyboard-response","11","7703","0.0-11.0","","<div class=""circle set""></div>","set","500","","",""
"703"," ","html-keyboard-response","12","8408","0.0-12.0","","","go","","730","703","-27"
"null","null","html-keyboard-response","13","8909","0.0-13.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","14","9413","0.0-14.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 3 of 900</p>
        <p><strong>Error:</strong> -27 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 47.3%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","15","10416","0.0-15.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","16","10919","0.0-16.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","17","11473","0.0-17.0","","","isi","","","",""
"null","null","html-keyboard-response","18","11976","0.0-18.0","","<div class=""circle set""></div>","set","500","","",""
"660"," ","html-keyboard-response","19","12637","0.0-19.0","","","go","","550","660","110"
"null","null","html-keyboard-response","20","13140","0.0-20.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","21","13643","0.0-21.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 4 of 900</p>
        <p><strong>Error:</strong> +110 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 61%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","22","14646","0.0-22.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","23","15149","0.0-23.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","24","16002","0.0-24.0","","","isi","","","",""
"null","null","html-keyboard-response","25","16505","0.0-25.0","","<div class=""circle set""></div>","set","500","","",""
"883"," ","html-keyboard-response","26","17389","0.0-26.0","","","go","","850","883","33"
"null","null","html-keyboard-response","27","17891","0.0-27.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","28","18394","0.0-28.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 5 of 900</p>
        <p><strong>Error:</strong> +33 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 53.300000000000004%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","29","19398","0.0-29.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","30","19901","0.0-30.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","31","20454","0.0-31.0","","","isi","","","",""
"null","null","html-keyboard-response","32","20957","0.0-32.0","","<div class=""circle set""></div>","set","500","","",""
"510"," ","html-keyboard-response","33","21469","0.0-33.0","","","go","","550","510","-40"
"null","null","html-keyboard-response","34","21970","0.0-34.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","35","22474","0.0-35.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 6 of 900</p>
        <p><strong>Error:</strong> -40 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 46%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","36","23477","0.0-36.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","37","23979","0.0-37.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","38","24472","0.0-38.0","","","isi","","","",""
"null","null","html-keyboard-response","39","24975","0.0-39.0","","<div class=""circle set""></div>","set","500","","",""
"484"," ","html-keyboard-response","40","25461","0.0-40.0","","","go","","490","484","-6"
"null","null","html-keyboard-response","41","25963","0.0-41.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","42","26467","0.0-42.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 7 of 900</p>
        <p><strong>Error:</strong> -6 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 49.4%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","43","27470","0.0-43.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","44","27973","0.0-44.0","","<div class=""circle ready""></div>","ready","","","",""
