"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_ID","stimulus","phase","set_duration","target_interval","reproduced_interval","reproduction_error"
"43147","{""subject_id"":""adi""}","survey-text","0","43161","0.0-0.0","","","","","","",""
"726"," ","html-keyboard-response","1","43890","0.0-1.0","","
      <p>Ready-Set-Go Task:</p>
      <ul style=""text-align:left; max-width:600px; margin:auto;"">
        <li>First, a <strong>red circle (""Ready"")</strong> appears</li>
        <li>Then, an <strong>orange circle (""Set"")</strong> appears after a delay</li>
        <li>You must <strong>press SPACE</strong> after an equal delay</li>
        <li>Then, a <strong>green circle (""Go"")</strong> appears</li>
        <li>You'll get feedback for the first 5 trials.</li>
      </ul>
      <p>Press any key to begin.</p>
    ","","","","",""
"null","null","html-keyboard-response","2","44393","0.0-2.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","3","45126","0.0-3.0","","","isi","","","",""
"null","null","html-keyboard-response","4","45629","0.0-4.0","","<div class=""circle set""></div>","set","500","","",""
"705"," ","html-keyboard-response","5","46336","0.0-5.0","","","go","","730","705","-25"
"null","null","html-keyboard-response","6","46838","0.0-6.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","7","47342","0.0-7.0","","
      <div style=""text-align:center;"">
        
        <p><strong>Error:</strong> -25 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 47.5%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","8","48343","0.0-8.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","9","48847","0.0-9.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","10","49640","0.0-10.0","","","isi","","","",""
"null","null","html-keyboard-response","11","50143","0.0-11.0","","<div class=""circle set""></div>","set","500","","",""
"758"," ","html-keyboard-response","12","50903","0.0-12.0","","","go","","790","758","-32"
"null","null","html-keyboard-response","13","51404","0.0-13.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","14","51908","0.0-14.0","","
      <div style=""text-align:center;"">
        
        <p><strong>Error:</strong> -32 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 46.800000000000004%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","15","52911","0.0-15.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","16","53413","0.0-16.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","17","54436","0.0-17.0","","","isi","","","",""
"null","null","html-keyboard-response","18","54939","0.0-18.0","","<div class=""circle set""></div>","set","500","","",""
"1139"," ","html-keyboard-response","19","56079","0.0-19.0","","","go","","1020","1139","119"
"null","null","html-keyboard-response","20","56581","0.0-20.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","21","57084","0.0-21.0","","
      <div style=""text-align:center;"">
        
        <p><strong>Error:</strong> +119 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 61.9%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","22","58086","0.0-22.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","23","58589","0.0-23.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","24","59552","0.0-24.0","","","isi","","","",""
"null","null","html-keyboard-response","25","60054","0.0-25.0","","<div class=""circle set""></div>","set","500","","",""
"1063"," ","html-keyboard-response","26","61118","0.0-26.0","","","go","","960","1063","103"
"null","null","html-keyboard-response","27","61620","0.0-27.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","28","62124","0.0-28.0","","
      <div style=""text-align:center;"">
        
        <p><strong>Error:</strong> +103 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 60.3%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","29","63127","0.0-29.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","30","63630","0.0-30.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","31","64482","0.0-31.0","","","isi","","","",""
"null","null","html-keyboard-response","32","64985","0.0-32.0","","<div class=""circle set""></div>","set","500","","",""
"1044"," ","html-keyboard-response","33","66031","0.0-33.0","","","go","","850","1044","194"
"null","null","html-keyboard-response","34","66532","0.0-34.0","","<div class=""circle go""></div>","feedback_circle","","","",""
