"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_ID","stimulus","phase","set_duration","target_interval","reproduced_interval","reproduction_error"
"null","null","html-keyboard-response","42","34121","0.0-42.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 7 of 900</p>
        <p><strong>Error:</strong> +160 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 66%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","43","35124","0.0-43.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","44","35628","0.0-44.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","45","36770","0.0-45.0","","","isi","","","",""
"null","null","html-keyboard-response","46","37273","0.0-46.0","","<div class=""circle set""></div>","set","500","","",""
"1112"," ","html-keyboard-response","47","38387","0.0-47.0","","","go","","1140","1112","-28"
"null","null","html-keyboard-response","48","38888","0.0-48.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","49","39392","0.0-49.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 8 of 900</p>
        <p><strong>Error:</strong> -28 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 47.199999999999996%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","50","40395","0.0-50.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","51","40898","0.0-51.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","52","41981","0.0-52.0","","","isi","","","",""
"null","null","html-keyboard-response","53","42483","0.0-53.0","","<div class=""circle set""></div>","set","500","","",""
"1294"," ","html-keyboard-response","54","43778","0.0-54.0","","","go","","1080","1294","214"
"null","null","html-keyboard-response","55","44280","0.0-55.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","56","44783","0.0-56.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 9 of 900</p>
        <p><strong>Error:</strong> +214 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 71.39999999999999%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","57","45786","0.0-57.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","58","46288","0.0-58.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","59","47492","0.0-59.0","","","isi","","","",""
"null","null","html-keyboard-response","60","47995","0.0-60.0","","<div class=""circle set""></div>","set","500","","",""
"830"," ","html-keyboard-response","61","48826","0.0-61.0","","","go","","1200","830","-370"
"null","null","html-keyboard-response","62","49327","0.0-62.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","63","49831","0.0-63.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 10 of 900</p>
        <p><strong>Error:</strong> -370 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 13%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","64","50834","0.0-64.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","65","51336","0.0-65.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","66","52539","0.0-66.0","","","isi","","","",""
"null","null","html-keyboard-response","67","53042","0.0-67.0","","<div class=""circle set""></div>","set","500","","",""
"1115"," ","html-keyboard-response","68","54158","0.0-68.0","","","go","","1200","1115","-85"
"null","null","html-keyboard-response","69","54660","0.0-69.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","70","55163","0.0-70.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 11 of 900</p>
        <p><strong>Error:</strong> -85 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 41.5%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","71","56166","0.0-71.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","72","56668","0.0-72.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","73","57521","0.0-73.0","","","isi","","","",""
"null","null","html-keyboard-response","74","58023","0.0-74.0","","<div class=""circle set""></div>","set","500","","",""
"723"," ","html-keyboard-response","75","58747","0.0-75.0","","","go","","850","723","-127"
"null","null","html-keyboard-response","76","59249","0.0-76.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","77","59751","0.0-77.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 12 of 900</p>
        <p><strong>Error:</strong> -127 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 37.3%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","78","60754","0.0-78.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","79","61257","0.0-79.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","80","62460","0.0-80.0","","","isi","","","",""
"null","null","html-keyboard-response","81","62963","0.0-81.0","","<div class=""circle set""></div>","set","500","","",""
"1116"," ","html-keyboard-response","82","64080","0.0-82.0","","","go","","1200","1116","-84"
"null","null","html-keyboard-response","83","64582","0.0-83.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","84","65084","0.0-84.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 13 of 900</p>
        <p><strong>Error:</strong> -84 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 41.6%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","85","66085","0.0-85.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","86","66588","0.0-86.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","87","67731","0.0-87.0","","","isi","","","",""
"null","null","html-keyboard-response","88","68235","0.0-88.0","","<div class=""circle set""></div>","set","500","","",""
"987"," ","html-keyboard-response","89","69223","0.0-89.0","","","go","","1140","987","-153"
"null","null","html-keyboard-response","90","69725","0.0-90.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","91","70228","0.0-91.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 14 of 900</p>
        <p><strong>Error:</strong> -153 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 34.699999999999996%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","92","71229","0.0-92.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","93","71731","0.0-93.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","94","72644","0.0-94.0","","","isi","","","",""
"null","null","html-keyboard-response","95","73146","0.0-95.0","","<div class=""circle set""></div>","set","500","","",""
"933"," ","html-keyboard-response","96","74081","0.0-96.0","","","go","","910","933","23"
"null","null","html-keyboard-response","97","74583","0.0-97.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","98","75086","0.0-98.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 15 of 900</p>
        <p><strong>Error:</strong> +23 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 52.300000000000004%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","99","76088","0.0-99.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","100","76591","0.0-100.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","101","77504","0.0-101.0","","","isi","","","",""
"null","null","html-keyboard-response","102","78007","0.0-102.0","","<div class=""circle set""></div>","set","500","","",""
"1034"," ","html-keyboard-response","103","79042","0.0-103.0","","","go","","910","1034","124"
"null","null","html-keyboard-response","104","79544","0.0-104.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","105","80047","0.0-105.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 16 of 900</p>
        <p><strong>Error:</strong> +124 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 62.4%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","106","81050","0.0-106.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","107","81552","0.0-107.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","108","82754","0.0-108.0","","","isi","","","",""
"null","null","html-keyboard-response","109","83257","0.0-109.0","","<div class=""circle set""></div>","set","500","","",""
"1145"," ","html-keyboard-response","110","84403","0.0-110.0","","","go","","1200","1145","-55"
"null","null","html-keyboard-response","111","84905","0.0-111.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","112","85409","0.0-112.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 17 of 900</p>
        <p><strong>Error:</strong> -55 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 44.5%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","113","86411","0.0-113.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","114","86914","0.0-114.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","115","87766","0.0-115.0","","","isi","","","",""
"null","null","html-keyboard-response","116","88269","0.0-116.0","","<div class=""circle set""></div>","set","500","","",""
"1080"," ","html-keyboard-response","117","89351","0.0-117.0","","","go","","850","1080","230"
"null","null","html-keyboard-response","118","89852","0.0-118.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","119","90356","0.0-119.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 18 of 900</p>
        <p><strong>Error:</strong> +230 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 73%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","120","91358","0.0-120.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","121","91860","0.0-121.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","122","92713","0.0-122.0","","","isi","","","",""
"null","null","html-keyboard-response","123","93216","0.0-123.0","","<div class=""circle set""></div>","set","500","","",""
"1209"," ","html-keyboard-response","124","94426","0.0-124.0","","","go","","850","1209","359"
"null","null","html-keyboard-response","125","94928","0.0-125.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","126","95431","0.0-126.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 19 of 900</p>
        <p><strong>Error:</strong> +359 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 85.9%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","127","96432","0.0-127.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","128","96935","0.0-128.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","129","97788","0.0-129.0","","","isi","","","",""
"null","null","html-keyboard-response","130","98291","0.0-130.0","","<div class=""circle set""></div>","set","500","","",""
"616"," ","html-keyboard-response","131","98908","0.0-131.0","","","go","","850","616","-234"
"null","null","html-keyboard-response","132","99410","0.0-132.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","133","99912","0.0-133.0","","
      <div style=""text-align:center;"">
        
        <p style=""font-size: 16px; text-align: center;"">Trial 20 of 900</p>
        <p><strong>Error:</strong> -234 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 26.6%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","134","100915","0.0-134.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","135","101418","0.0-135.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","136","102440","0.0-136.0","","","isi","","","",""
"null","null","html-keyboard-response","137","102942","0.0-137.0","","<div class=""circle set""></div>","set","500","","",""
"1027"," ","html-keyboard-response","138","103970","0.0-138.0","","","go","","1020","1027","7"
"null","null","html-keyboard-response","139","104472","0.0-139.0","","<div class=""circle go""></div>","feedback_circle","","","",""
