"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_ID","stimulus","phase","set_duration","target_interval","reproduced_interval","reproduction_error"
"1033","{""subject_id"":""adi""}","survey-text","0","1037","0.0-0.0","","","","","","",""
"729"," ","html-keyboard-response","1","1770","0.0-1.0","","
      <p>Ready-Set-Go Task:</p>
      <ul style=""text-align:left; max-width:600px; margin:auto;"">
        <li>First, a <strong>red circle (""Ready"")</strong> appears</li>
        <li>Then, an <strong>orange circle (""Set"")</strong> appears after a delay</li>
        <li>You must <strong>press SPACE</strong> after an equal delay</li>
        <li>Then, a <strong>green circle (""Go"")</strong> appears</li>
        <li>You'll get feedback for the first 5 trials.</li>
      </ul>
      <p>Press any key to begin.</p>
    ","","","","",""
"null","null","html-keyboard-response","2","2272","0.0-2.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","3","3126","0.0-3.0","","","isi","","","",""
"null","null","html-keyboard-response","4","3630","0.0-4.0","","<div class=""circle set""></div>","set","500","","",""
"739"," ","html-keyboard-response","5","4371","0.0-5.0","","","go","","850","739","-111"
"null","null","html-keyboard-response","6","4875","0.0-6.0","","<div class=""circle go""></div>","feedback_circle","","","",""
"null","null","html-keyboard-response","7","5379","0.0-7.0","","
      <div style=""text-align:center;"">
        <p><strong>Interval you saw:</strong> 850 ms</p>
        <p><strong>Interval you reported:</strong> 739 ms</p>
        <p><strong>Error:</strong> -111 ms</p>

        <div style=""position: relative; width: 80%; height: 40px; margin: 40px auto;"">
          <div style=""height: 8px; background: linear-gradient(to right, #3498db, #ccc, #e74c3c); border-radius: 4px;""></div>
          <div style=""position: absolute; left: 38.9%; top: -6px; transform: translateX(-50%);"">
            <div style=""width: 14px; height: 14px; background: black; border-radius: 50%; border: 2px solid white;""></div>
          </div>
          <div style=""position: absolute; left: 0%; top: 20px; font-size: 12px;"">–500 ms</div>
          <div style=""position: absolute; left: 50%; top: 20px; font-size: 12px; transform: translateX(-50%);"">0</div>
          <div style=""position: absolute; right: 0%; top: 20px; font-size: 12px;"">+500 ms</div>
        </div>

        <p>Press any key to continue.</p>
      </div>
    ","feedback_text","","","",""
"null","null","html-keyboard-response","8","6382","0.0-8.0","","<p style=""font-size: 48px;"">+</p>","iti","","","",""
"null","null","html-keyboard-response","9","6886","0.0-9.0","","<div class=""circle ready""></div>","ready","","","",""
"null","null","html-keyboard-response","10","7970","0.0-10.0","","","isi","","","",""
"null","null","html-keyboard-response","11","8473","0.0-11.0","","<div class=""circle set""></div>","set","500","","",""
"1064"," ","html-keyboard-response","12","9539","0.0-12.0","","","go","","1080","1064","-16"
"null","null","html-keyboard-response","13","10043","0.0-13.0","","<div class=""circle go""></div>","feedback_circle","","","",""
